"id","accounting_method","actual_completion_date","approval_letter_date","approved_change_orders","contract_date","contract_start_date","contract_estimated_completion_date","created_at","custom_fields","deleted_at","description","exclusions","executed","execution_date","grand_total","inclusions","issued_on_date","letter_of_intent_date","number","origin_data","origin_code","origin_id","pending_change_orders","pending_revised_contract","percentage_paid","private","remaining_balance_outstanding","requisitions_are_enabled","retainage_percent","returned_date","revised_contract","signed_contract_received_date","status","title","total_draw_requests_amount","total_payments","total_requisitions_amount","updated_at","vendor_id","vendor_company","infoJson","ProjectID","DateUpdated","custom_fields_v2","CompanyID"
6334950,amount,,,0.00,,,,2021-03-08 16:01:29.000,,,"<p>Furnish and install all landscaping and unit pavers per the March 6, 2020 Permit Documents through ASI 01 Documents dated June 30, 2020.</p>",,true,,233425.00,,,,"119209-01","{""Source"":""CMIC"",""ScMast"":{""SCMST_COMP_CODE"":""01"",""SCMST_VEN_CODE"":""INTLA010"",""SCMST_CONT_CODE"":""119209-01"",""SCMST_CHG_CODE"":""000"",""SCMST_JOB_CODE"":""119209"",""SCMST_CONT_AMT"":233425.0,""SCMST_DATE"":""202","119209-01","119209-43886159",6653.00,240078.00,66.22,true,78841.00,true,10.00,,233425.00,,Approved,Landscaping and Unit Pavers ,0.00,154584.00,0.00,2022-04-25 15:01:39.000,16747993,INTRINSIC LANDSCAPING INC,,1124393,2022-04-26 08:55:09.483,"{""custom_field_222572"":{""data_type"":""lov_entry"",""value"":null},""custom_field_222573"":{""data_type"":""string"",""value"":null},""custom_field_222574"":{""data_type"":""rich_text"",""value"":null},""custom_field_222575"":{""data_type"":""rich_text"",""value"":null},""custom_field_222576"":{""data_type"":""boolean"",""value"":null},""custom_field_222577"":{""data_type"":""boolean"",""value"":null},""custom_field_222578"":{""data_type"":""boolean"",""value"":null},""custom_field_251686"":{""data_type"":""boolean"",""value"":null},""custom_field_251687"":{""data_type"":""boolean"",""value"":null},""custom_field_251688"":{""data_type"":""vendor"",""value"":null},""custom_field_251689"":{""data_type"":""vendor"",""value"":null},""custom_field_261502"":{""data_type"":""string"",""value"":null},""custom_field_261503"":{""data_type"":""string"",""value"":null}}",11109
6334955,amount,,,-2040.00,,,,2021-03-08 16:02:07.000,,,<p>Surveying</p>,,true,,2040.00,,,,"119209-01","{""Source"":""CMIC"",""ScMast"":{""SCMST_COMP_CODE"":""01"",""SCMST_VEN_CODE"":""JAMSC010"",""SCMST_CONT_CODE"":""119209-01"",""SCMST_CHG_CODE"":""000"",""SCMST_JOB_CODE"":""119209"",""SCMST_CONT_AMT"":2040.0,""SCMST_DATE"":""2020-","119209-01","119209-40934215",0.00,0.00,0.00,true,0.00,true,0.00,,0.00,,Approved,Surveying,0.00,0.00,0.00,2022-04-25 15:01:44.000,16741801,JAMES SCHAEFFER & SCHIMMING INC,,1124393,2022-04-26 08:55:11.766,"{""custom_field_222572"":{""data_type"":""lov_entry"",""value"":null},""custom_field_222573"":{""data_type"":""string"",""value"":null},""custom_field_222574"":{""data_type"":""rich_text"",""value"":null},""custom_field_222575"":{""data_type"":""rich_text"",""value"":null},""custom_field_222576"":{""data_type"":""boolean"",""value"":null},""custom_field_222577"":{""data_type"":""boolean"",""value"":null},""custom_field_222578"":{""data_type"":""boolean"",""value"":null},""custom_field_251686"":{""data_type"":""boolean"",""value"":null},""custom_field_251687"":{""data_type"":""boolean"",""value"":null},""custom_field_251688"":{""data_type"":""vendor"",""value"":null},""custom_field_251689"":{""data_type"":""vendor"",""value"":null},""custom_field_261502"":{""data_type"":""string"",""value"":null},""custom_field_261503"":{""data_type"":""string"",""value"":null}}",11109
6334963,amount,,,5798758.22,,,,2021-03-08 16:02:28.000,,,,,true,,538672.00,,,,"119209-01","{""Source"":""CMIC"",""ScMast"":{""SCMST_COMP_CODE"":""01"",""SCMST_VEN_CODE"":""JENWI010"",""SCMST_CONT_CODE"":""119209-01"",""SCMST_CHG_CODE"":""000"",""SCMST_JOB_CODE"":""119209"",""SCMST_CONT_AMT"":538672.0,""SCMST_DATE"":""2020-02-14T00:00:00"",""SCMST_NAME"":""1st Floor Window and Door Replacement"",""SCMST_CONTACT_CODE"":""SG"",""SCMST_ORASEQ"":""41001690"",""SCMST_STAT_CODE"":""I"",""SCMST_POST_DATE"":""2020-02-20T00:00:00"",""SCMST_CURR_CODE"":""USD"",""SCMST_CURC_FACTOR_NUM"":""1"",""SCMST_SCHEDULE_FLAG"":""Y"",""SCMST_COMPL_FLAG"":""N"",""SCMST_HOLD_PAYMENT_FLAG"":""N"",""SCMST_JOB_CTRL_CODE"":""ALL"",""SCMST_HLDBK_PC"":0.0,""SCMST_GST_AMT"":""0"",""SCMST_GST_PC"":""0"",""SCMST_POST_BATCH"":""313360"",""SCMST_CONT_TYPE"":""Subcontract""}}","119209-01","119209-41001690",0.00,6337430.22,19.33,true,5112475.49,true,0.00,,6337430.22,,Approved,"1st Floor Window and Door Replacement",0.00,1224954.73,0.00,2022-07-29 07:41:12.000,16753965,JENSEN WINDOW CORP,,1124393,2022-07-30 08:47:05.226,"{""custom_field_222572"":{""data_type"":""lov_entry"",""value"":null},""custom_field_222573"":{""data_type"":""string"",""value"":null},""custom_field_222574"":{""data_type"":""rich_text"",""value"":null},""custom_field_222575"":{""data_type"":""rich_text"",""value"":null},""custom_field_222576"":{""data_type"":""boolean"",""value"":null},""custom_field_222577"":{""data_type"":""boolean"",""value"":null},""custom_field_222578"":{""data_type"":""boolean"",""value"":null},""custom_field_251686"":{""data_type"":""boolean"",""value"":null},""custom_field_251687"":{""data_type"":""boolean"",""value"":null},""custom_field_251688"":{""data_type"":""vendor"",""value"":null},""custom_field_251689"":{""data_type"":""vendor"",""value"":null},""custom_field_261502"":{""data_type"":""string"",""value"":null},""custom_field_261503"":{""data_type"":""string"",""value"":null}}",11109
6334971,amount,,,35968.00,,,,2021-03-08 16:03:17.000,,,<p>1st Floor Windows and Doors Demolition and Abatement</p>,,true,,13490.00,,,,"119209-01","{""Source"":""CMIC"",""ScMast"":{""SCMST_COMP_CODE"":""01"",""SCMST_VEN_CODE"":""KINCO010"",""SCMST_CONT_CODE"":""119209-01"",""SCMST_CHG_CODE"":""000"",""SCMST_JOB_CODE"":""119209"",""SCMST_CONT_AMT"":13490.0,""SCMST_DATE"":""2020","119209-01","119209-41352069",0.00,49458.00,92.12,true,3897.90,true,0.00,,49458.00,,Approved,"1st Floor Windows Demolition and Abatement",0.00,45560.10,0.00,2022-04-25 15:03:24.000,16753591,KINSALE CONTRACTING GROUP INC *,,1124393,2022-04-26 08:55:11.766,"{""custom_field_222572"":{""data_type"":""lov_entry"",""value"":null},""custom_field_222573"":{""data_type"":""string"",""value"":null},""custom_field_222574"":{""data_type"":""rich_text"",""value"":null},""custom_field_222575"":{""data_type"":""rich_text"",""value"":null},""custom_field_222576"":{""data_type"":""boolean"",""value"":null},""custom_field_222577"":{""data_type"":""boolean"",""value"":null},""custom_field_222578"":{""data_type"":""boolean"",""value"":null},""custom_field_251686"":{""data_type"":""boolean"",""value"":null},""custom_field_251687"":{""data_type"":""boolean"",""value"":null},""custom_field_251688"":{""data_type"":""vendor"",""value"":null},""custom_field_251689"":{""data_type"":""vendor"",""value"":null},""custom_field_261502"":{""data_type"":""string"",""value"":null},""custom_field_261503"":{""data_type"":""string"",""value"":null}}",11109
6334986,amount,,,0.00,,,,2021-03-08 16:04:20.000,,,<p>Furnish and install all millwork running trim in corridor and mock-up units per the Contract Documents Mock-up Drawings Issued for Permit dated 4/08/20 and RFI 98 titled Value Engineering Selection,,true,,3239.00,,,,"119209-01","{""Source"":""CMIC"",""ScMast"":{""SCMST_COMP_CODE"":""01"",""SCMST_VEN_CODE"":""MOUON010"",""SCMST_CONT_CODE"":""119209-01"",""SCMST_CHG_CODE"":""000"",""SCMST_JOB_CODE"":""119209"",""SCMST_CONT_AMT"":3239.0,""SCMST_DATE"":""2020-","119209-01","119209-43936781",0.00,3239.00,88.05,true,386.95,true,10.00,,3239.00,,Approved,Millwork  Running Trim (Model Units) ,0.00,2852.05,0.00,2021-07-20 14:18:08.000,18642170,MOULDINGS ONE,,1124393,2021-12-08 18:01:17.383,"{""custom_field_222572"":{""data_type"":""lov_entry"",""value"":null},""custom_field_222573"":{""data_type"":""string"",""value"":null},""custom_field_222574"":{""data_type"":""rich_text"",""value"":null},""custom_field_222575"":{""data_type"":""rich_text"",""value"":null},""custom_field_222576"":{""data_type"":""boolean"",""value"":null},""custom_field_222577"":{""data_type"":""boolean"",""value"":null},""custom_field_222578"":{""data_type"":""boolean"",""value"":null},""custom_field_251686"":{""data_type"":""boolean"",""value"":null},""custom_field_251687"":{""data_type"":""boolean"",""value"":null},""custom_field_251688"":{""data_type"":""vendor"",""value"":null},""custom_field_251689"":{""data_type"":""vendor"",""value"":null},""custom_field_261502"":{""data_type"":""string"",""value"":null},""custom_field_261503"":{""data_type"":""string"",""value"":null}}",11109
6334992,amount,,,968486.06,,,,2021-03-08 16:04:28.000,,,<p>Furnish and install all site handrails on Belden Ave. and Lincoln Park Ave. West per the Contract Documents including ASI 001 and ASI 002.</p>,,true,,115500.00,,,,"119209-01","{""Source"":""CMIC"",""ScMast"":{""SCMST_COMP_CODE"":""01"",""SCMST_VEN_CODE"":""MTHIN010"",""SCMST_CONT_CODE"":""119209-01"",""SCMST_CHG_CODE"":""000"",""SCMST_JOB_CODE"":""119209"",""SCMST_CONT_AMT"":115500.0,""SCMST_DATE"":""2020-09-10T00:00:00"",""SCMST_NAME"":""Site Handrails"",""SCMST_CONTACT_CODE"":""JS"",""SCMST_ORASEQ"":""44350043"",""SCMST_STAT_CODE"":""I"",""SCMST_POST_DATE"":""2020-09-11T00:00:00"",""SCMST_CURR_CODE"":""USD"",""SCMST_CURC_FACTOR_NUM"":""1"",""SCMST_SCHEDULE_FLAG"":""Y"",""SCMST_COMPL_FLAG"":""N"",""SCMST_HOLD_PAYMENT_FLAG"":""N"",""SCMST_JOB_CTRL_CODE"":""ALL"",""SCMST_HLDBK_PC"":10.0,""SCMST_GST_AMT"":""0"",""SCMST_GST_PC"":""0"",""SCMST_POST_BATCH"":""327750"",""SCMST_SCOPE_DESC"":""Furnish and install all site handrails on Belden Ave. and Lincoln Park Ave. West per the Contract Documents including ASI 001 and ASI 002. "",""SCMST_CONT_TYPE"":""Subcontract""}}","119209-01","119209-44350043",0.00,1083986.06,63.50,true,395680.46,true,10.00,,1083986.06,,Approved,Site Handrails,0.00,688305.60,0.00,2022-09-29 20:58:04.000,16733325,MTH INDUSTRIES INC,,1124393,2022-09-30 09:05:54.296,"{""custom_field_222572"":{""data_type"":""lov_entry"",""value"":null},""custom_field_222573"":{""data_type"":""string"",""value"":null},""custom_field_222574"":{""data_type"":""rich_text"",""value"":null},""custom_field_222575"":{""data_type"":""rich_text"",""value"":null},""custom_field_222576"":{""data_type"":""boolean"",""value"":null},""custom_field_222577"":{""data_type"":""boolean"",""value"":null},""custom_field_222578"":{""data_type"":""boolean"",""value"":null},""custom_field_251686"":{""data_type"":""boolean"",""value"":null},""custom_field_251687"":{""data_type"":""boolean"",""value"":null},""custom_field_251688"":{""data_type"":""vendor"",""value"":null},""custom_field_251689"":{""data_type"":""vendor"",""value"":null},""custom_field_261502"":{""data_type"":""string"",""value"":null},""custom_field_261503"":{""data_type"":""string"",""value"":null},""custom_field_297411"":{""data_type"":""decimal"",""value"":null}}",11109
6335015,amount,,,0.00,,,,2021-03-08 16:05:34.000,,,,,true,,20573.00,,,,"119209-01","{""Source"":""CMIC"",""ScMast"":{""SCMST_COMP_CODE"":""01"",""SCMST_VEN_CODE"":""OAKAR010"",""SCMST_CONT_CODE"":""119209-01"",""SCMST_CHG_CODE"":""000"",""SCMST_JOB_CODE"":""119209"",""SCMST_CONT_AMT"":20573.0,""SCMST_DATE"":""2021","119209-01","119209-46884198",260190.65,280763.65,90.00,true,2057.30,true,10.00,,20573.00,,Approved,L2 Curved Window Restoration,0.00,18515.70,0.00,2022-04-25 15:09:22.000,16749524,OAKTON ARCHITECTURAL GLASS,,1124393,2022-04-26 08:55:11.766,"{""custom_field_222572"":{""data_type"":""lov_entry"",""value"":null},""custom_field_222573"":{""data_type"":""string"",""value"":null},""custom_field_222574"":{""data_type"":""rich_text"",""value"":null},""custom_field_222575"":{""data_type"":""rich_text"",""value"":null},""custom_field_222576"":{""data_type"":""boolean"",""value"":null},""custom_field_222577"":{""data_type"":""boolean"",""value"":null},""custom_field_222578"":{""data_type"":""boolean"",""value"":null},""custom_field_251686"":{""data_type"":""boolean"",""value"":null},""custom_field_251687"":{""data_type"":""boolean"",""value"":null},""custom_field_251688"":{""data_type"":""vendor"",""value"":null},""custom_field_251689"":{""data_type"":""vendor"",""value"":null},""custom_field_261502"":{""data_type"":""string"",""value"":null},""custom_field_261503"":{""data_type"":""string"",""value"":null}}",11109
6335016,amount,,,236028.00,,,,2021-03-08 16:05:42.000,,,<p>Furnish and install of all custom closets for the model units 912 and 914 per the project documents titled Mock up Drawings Issued for  Permit dated 4/08/20 and RFI 52 titled Model Unit RFI 52 - Model Units Closet Spec Clarification.</p>,,true,,0.00,,,,"119209-01","{""Source"":""CMIC"",""ScMast"":{""SCMST_COMP_CODE"":""01"",""SCMST_VEN_CODE"":""PERCU010"",""SCMST_CONT_CODE"":""119209-01"",""SCMST_CHG_CODE"":""000"",""SCMST_JOB_CODE"":""119209"",""SCMST_CONT_AMT"":0.0,""SCMST_DATE"":""2020-07-28T00:00:00"",""SCMST_NAME"":""Furnish and Install of Custom Closets (Model Units)"",""SCMST_CONTACT_CODE"":""DB"",""SCMST_ORASEQ"":""43589185"",""SCMST_STAT_CODE"":""I"",""SCMST_POST_DATE"":""2020-08-05T00:00:00"",""SCMST_CURR_CODE"":""USD"",""SCMST_CURC_FACTOR_NUM"":""1"",""SCMST_SCHEDULE_FLAG"":""Y"",""SCMST_COMPL_FLAG"":""N"",""SCMST_HOLD_PAYMENT_FLAG"":""N"",""SCMST_JOB_CTRL_CODE"":""ALL"",""SCMST_HLDBK_PC"":10.0,""SCMST_GST_AMT"":""0"",""SCMST_GST_PC"":""0"",""SCMST_POST_BATCH"":""325425"",""SCMST_SCOPE_DESC"":""Furnish and install of all custom closets for the model units 912 and 914 per the project documents titled Mock up Drawings Issued for  Permit dated 4/08/20 and RFI 52 titled Model Unit RFI 52 - Model Units Closet Spec Clarification."",""SCMST_CONT_TYPE"":""Subcontract""}}","119209-01","119209-43589185",0.00,236028.00,26.70,true,173012.00,true,10.00,,236028.00,,Approved,Furnish and Install of Custom Closets (Model Units),0.00,63016.00,0.00,2022-07-15 07:37:20.000,18642173,PERFECTION CUSTOM CLOSETS,,1124393,2022-07-18 18:51:21.606,"{""custom_field_222572"":{""data_type"":""lov_entry"",""value"":null},""custom_field_222573"":{""data_type"":""string"",""value"":null},""custom_field_222574"":{""data_type"":""rich_text"",""value"":null},""custom_field_222575"":{""data_type"":""rich_text"",""value"":null},""custom_field_222576"":{""data_type"":""boolean"",""value"":null},""custom_field_222577"":{""data_type"":""boolean"",""value"":null},""custom_field_222578"":{""data_type"":""boolean"",""value"":null},""custom_field_251686"":{""data_type"":""boolean"",""value"":null},""custom_field_251687"":{""data_type"":""boolean"",""value"":null},""custom_field_251688"":{""data_type"":""vendor"",""value"":null},""custom_field_251689"":{""data_type"":""vendor"",""value"":null},""custom_field_261502"":{""data_type"":""string"",""value"":null},""custom_field_261503"":{""data_type"":""string"",""value"":null}}",11109
6335019,amount,,,29142.03,,,,2021-03-08 16:05:50.000,,,<p>Site excavation for Lincoln Park West and Belden in two separate mobilizations</p>,,true,,99000.00,,,,"119209-01","{""Source"":""CMIC"",""ScMast"":{""SCMST_COMP_CODE"":""01"",""SCMST_VEN_CODE"":""QUAEX010"",""SCMST_CONT_CODE"":""119209-01"",""SCMST_CHG_CODE"":""000"",""SCMST_JOB_CODE"":""119209"",""SCMST_CONT_AMT"":99000.0,""SCMST_DATE"":""2020","119209-01","119209-42607387",0.00,128142.03,96.88,true,4000.00,true,0.00,,128142.03,,Approved,Excavation,0.00,124142.03,0.00,2022-04-25 15:11:05.000,16752361,QUALITY EXCAVATION INC,,1124393,2022-04-26 08:55:11.766,"{""custom_field_222572"":{""data_type"":""lov_entry"",""value"":null},""custom_field_222573"":{""data_type"":""string"",""value"":null},""custom_field_222574"":{""data_type"":""rich_text"",""value"":null},""custom_field_222575"":{""data_type"":""rich_text"",""value"":null},""custom_field_222576"":{""data_type"":""boolean"",""value"":null},""custom_field_222577"":{""data_type"":""boolean"",""value"":null},""custom_field_222578"":{""data_type"":""boolean"",""value"":null},""custom_field_251686"":{""data_type"":""boolean"",""value"":null},""custom_field_251687"":{""data_type"":""boolean"",""value"":null},""custom_field_251688"":{""data_type"":""vendor"",""value"":null},""custom_field_251689"":{""data_type"":""vendor"",""value"":null},""custom_field_261502"":{""data_type"":""string"",""value"":null},""custom_field_261503"":{""data_type"":""string"",""value"":null}}",11109
6335030,amount,,,0.00,,,,2021-03-08 16:07:12.000,,,"<p>Furnish only, installation by others, for all casework at the model units 912 and 914 per the Contract Documents Mock-up Drawings Issued for  Permit dated 4/08/20 and RFI 98 titled  Value Engineeri",,true,,7066.93,,,,"119209-01","{""Source"":""CMIC"",""ScMast"":{""SCMST_COMP_CODE"":""01"",""SCMST_VEN_CODE"":""QUECA010"",""SCMST_CONT_CODE"":""119209-01"",""SCMST_CHG_CODE"":""000"",""SCMST_JOB_CODE"":""119209"",""SCMST_CONT_AMT"":7066.93,""SCMST_DATE"":""2020","119209-01","119209-43594156",0.00,7066.93,100.00,true,0.00,true,10.00,,7066.93,,Approved,Casework Furnish Only (Model Units),0.00,7066.93,0.00,2021-07-20 14:18:23.000,18703760,QUEST CABINETS,,1124393,2021-12-08 18:01:17.383,"{""custom_field_222572"":{""data_type"":""lov_entry"",""value"":null},""custom_field_222573"":{""data_type"":""string"",""value"":null},""custom_field_222574"":{""data_type"":""rich_text"",""value"":null},""custom_field_222575"":{""data_type"":""rich_text"",""value"":null},""custom_field_222576"":{""data_type"":""boolean"",""value"":null},""custom_field_222577"":{""data_type"":""boolean"",""value"":null},""custom_field_222578"":{""data_type"":""boolean"",""value"":null},""custom_field_251686"":{""data_type"":""boolean"",""value"":null},""custom_field_251687"":{""data_type"":""boolean"",""value"":null},""custom_field_251688"":{""data_type"":""vendor"",""value"":null},""custom_field_251689"":{""data_type"":""vendor"",""value"":null},""custom_field_261502"":{""data_type"":""string"",""value"":null},""custom_field_261503"":{""data_type"":""string"",""value"":null}}",11109
6335033,amount,,,7707923.98,,,,2021-03-08 16:07:22.000,,,<p>Furnish and install all GWB assemblies as shown on the Contract Documents titled:  Issued for  Permit dated 4/08/20.</p>,,true,,42280.07,,,,"119209-01","{""Source"":""CMIC"",""ScMast"":{""SCMST_COMP_CODE"":""01"",""SCMST_VEN_CODE"":""RGCON010"",""SCMST_CONT_CODE"":""119209-01"",""SCMST_CHG_CODE"":""000"",""SCMST_JOB_CODE"":""119209"",""SCMST_CONT_AMT"":42280.07,""SCMST_DATE"":""2020-07-31T00:00:00"",""SCMST_NAME"":""GWB Assemblies (Model Units) "",""SCMST_CONTACT_CODE"":""RG"",""SCMST_ORASEQ"":""43633654"",""SCMST_STAT_CODE"":""I"",""SCMST_POST_DATE"":""2020-08-05T00:00:00"",""SCMST_CURR_CODE"":""USD"",""SCMST_CURC_FACTOR_NUM"":""1"",""SCMST_SCHEDULE_FLAG"":""Y"",""SCMST_COMPL_FLAG"":""N"",""SCMST_HOLD_PAYMENT_FLAG"":""N"",""SCMST_JOB_CTRL_CODE"":""ALL"",""SCMST_HLDBK_PC"":10.0,""SCMST_GST_AMT"":""0"",""SCMST_GST_PC"":""0"",""SCMST_POST_BATCH"":""325418"",""SCMST_SCOPE_DESC"":""Furnish and install all GWB assemblies as shown on the Contract Documents titled:  Issued for  Permit dated 4/08/20."",""SCMST_CONT_TYPE"":""Subcontract""}}","119209-01","119209-43633654",0.00,7750204.05,68.08,true,2474122.35,true,10.00,,7750204.05,,Approved,GWB Assemblies (Model Units) ,0.00,5276081.70,0.00,2022-07-29 07:41:12.000,16743284,R G CONSTRUCTION SERVICES INC *,,1124393,2022-07-30 08:47:05.226,"{""custom_field_222572"":{""data_type"":""lov_entry"",""value"":null},""custom_field_222573"":{""data_type"":""string"",""value"":null},""custom_field_222574"":{""data_type"":""rich_text"",""value"":null},""custom_field_222575"":{""data_type"":""rich_text"",""value"":null},""custom_field_222576"":{""data_type"":""boolean"",""value"":null},""custom_field_222577"":{""data_type"":""boolean"",""value"":null},""custom_field_222578"":{""data_type"":""boolean"",""value"":null},""custom_field_251686"":{""data_type"":""boolean"",""value"":null},""custom_field_251687"":{""data_type"":""boolean"",""value"":null},""custom_field_251688"":{""data_type"":""vendor"",""value"":null},""custom_field_251689"":{""data_type"":""vendor"",""value"":null},""custom_field_261502"":{""data_type"":""string"",""value"":null},""custom_field_261503"":{""data_type"":""string"",""value"":null}}",11109
6335060,amount,,,408540.26,,,,2021-03-08 16:08:32.000,,,,,true,,27550.00,,,,"119209-01","{""Source"":""CMIC"",""ScMast"":{""SCMST_COMP_CODE"":""01"",""SCMST_VEN_CODE"":""RICWE010"",""SCMST_CONT_CODE"":""119209-01"",""SCMST_CHG_CODE"":""000"",""SCMST_JOB_CODE"":""119209"",""SCMST_CONT_AMT"":27550.0,""SCMST_DATE"":""2020-10-19T00:00:00"",""SCMST_NAME"":""CMU Partitions and Modifications"",""SCMST_CONTACT_CODE"":""MWE"",""SCMST_ORASEQ"":""44991552"",""SCMST_STAT_CODE"":""I"",""SCMST_POST_DATE"":""2020-10-21T00:00:00"",""SCMST_CURR_CODE"":""USD"",""SCMST_CURC_FACTOR_NUM"":""1"",""SCMST_SCHEDULE_FLAG"":""Y"",""SCMST_COMPL_FLAG"":""N"",""SCMST_HOLD_PAYMENT_FLAG"":""N"",""SCMST_JOB_CTRL_CODE"":""ALL"",""SCMST_HLDBK_PC"":10.0,""SCMST_GST_AMT"":""0"",""SCMST_GST_PC"":""0"",""SCMST_POST_BATCH"":""331134"",""SCMST_CONT_TYPE"":""Subcontract""}}","119209-01","119209-44991552",0.00,436090.26,88.33,true,50871.89,true,10.00,,436090.26,,Approved,CMU Partitions and Modifications,0.00,385218.37,0.00,2022-07-15 07:37:20.000,16750801,RICHARDS & WEYER CONSTR CO INC,,1124393,2022-07-18 18:51:21.606,"{""custom_field_222572"":{""data_type"":""lov_entry"",""value"":null},""custom_field_222573"":{""data_type"":""string"",""value"":null},""custom_field_222574"":{""data_type"":""rich_text"",""value"":null},""custom_field_222575"":{""data_type"":""rich_text"",""value"":null},""custom_field_222576"":{""data_type"":""boolean"",""value"":null},""custom_field_222577"":{""data_type"":""boolean"",""value"":null},""custom_field_222578"":{""data_type"":""boolean"",""value"":null},""custom_field_251686"":{""data_type"":""boolean"",""value"":null},""custom_field_251687"":{""data_type"":""boolean"",""value"":null},""custom_field_251688"":{""data_type"":""vendor"",""value"":null},""custom_field_251689"":{""data_type"":""vendor"",""value"":null},""custom_field_261502"":{""data_type"":""string"",""value"":null},""custom_field_261503"":{""data_type"":""string"",""value"":null}}",11109
6335072,amount,,,1025.00,,,,2021-03-08 16:09:22.000,,,<p>Furnish and Install Countertops at model units 912 and 914 per the Contract Documents titled  Issued for  Permit dated 4/08/20.</p>,,true,,15612.00,,,,"119209-01","{""Source"":""CMIC"",""ScMast"":{""SCMST_COMP_CODE"":""01"",""SCMST_VEN_CODE"":""SPRCU010"",""SCMST_CONT_CODE"":""119209-01"",""SCMST_CHG_CODE"":""000"",""SCMST_JOB_CODE"":""119209"",""SCMST_CONT_AMT"":15612.0,""SCMST_DATE"":""2020","119209-01","119209-43694136",0.00,16637.00,100.00,true,0.00,true,10.00,,16637.00,,Approved,Furnish and Install Countertops (Model Units),0.00,16637.00,922.50,2022-04-25 15:17:33.000,16748702,SPROVIERI'S CUSTOM COUNTERS,,1124393,2022-04-26 08:55:11.766,"{""custom_field_222572"":{""data_type"":""lov_entry"",""value"":null},""custom_field_222573"":{""data_type"":""string"",""value"":null},""custom_field_222574"":{""data_type"":""rich_text"",""value"":null},""custom_field_222575"":{""data_type"":""rich_text"",""value"":null},""custom_field_222576"":{""data_type"":""boolean"",""value"":null},""custom_field_222577"":{""data_type"":""boolean"",""value"":null},""custom_field_222578"":{""data_type"":""boolean"",""value"":null},""custom_field_251686"":{""data_type"":""boolean"",""value"":null},""custom_field_251687"":{""data_type"":""boolean"",""value"":null},""custom_field_251688"":{""data_type"":""vendor"",""value"":null},""custom_field_251689"":{""data_type"":""vendor"",""value"":null},""custom_field_261502"":{""data_type"":""string"",""value"":null},""custom_field_261503"":{""data_type"":""string"",""value"":null}}",11109
6335082,amount,,,98925.00,,,,2021-03-08 16:09:47.000,,,,,true,,584235.00,,,,"119209-01","{""Source"":""CMIC"",""ScMast"":{""SCMST_COMP_CODE"":""01"",""SCMST_VEN_CODE"":""STAMA010"",""SCMST_CONT_CODE"":""119209-01"",""SCMST_CHG_CODE"":""000"",""SCMST_JOB_CODE"":""119209"",""SCMST_CONT_AMT"":584235.0,""SCMST_DATE"":""202","119209-01","119209-44343407",49350.00,732510.00,105.03,true,-34350.00,true,10.00,,683160.00,,Approved,Exterior Masonry and Granite Stonework,0.00,717510.00,0.00,2022-04-25 15:18:03.000,16745383,STANDARD MARBLE & GRANITE CO *,,1124393,2022-04-26 08:55:14.216,"{""custom_field_222572"":{""data_type"":""lov_entry"",""value"":null},""custom_field_222573"":{""data_type"":""string"",""value"":null},""custom_field_222574"":{""data_type"":""rich_text"",""value"":null},""custom_field_222575"":{""data_type"":""rich_text"",""value"":null},""custom_field_222576"":{""data_type"":""boolean"",""value"":null},""custom_field_222577"":{""data_type"":""boolean"",""value"":null},""custom_field_222578"":{""data_type"":""boolean"",""value"":null},""custom_field_251686"":{""data_type"":""boolean"",""value"":null},""custom_field_251687"":{""data_type"":""boolean"",""value"":null},""custom_field_251688"":{""data_type"":""vendor"",""value"":null},""custom_field_251689"":{""data_type"":""vendor"",""value"":null},""custom_field_261502"":{""data_type"":""string"",""value"":null},""custom_field_261503"":{""data_type"":""string"",""value"":null}}",11109
6335097,amount,,,5586.00,,,,2021-03-08 16:11:07.000,,,<p>Furnish and install all plumbing as shown on the Contract Documents titled  Issued for  Permit dated 4/8/20</p>,,true,,15470.00,,,,"119209-01","{""Source"":""CMIC"",""ScMast"":{""SCMST_COMP_CODE"":""01"",""SCMST_VEN_CODE"":""TERPL010"",""SCMST_CONT_CODE"":""119209-01"",""SCMST_CHG_CODE"":""000"",""SCMST_JOB_CODE"":""119209"",""SCMST_CONT_AMT"":15470.0,""SCMST_DATE"":""2020","119209-01","119209-43635814",0.00,21056.00,100.00,true,0.00,true,10.00,,21056.00,,Approved,Plumbing (Model Units),0.00,21056.00,5027.40,2022-04-25 15:18:08.000,16744571,TERRY PLUMBING CO *,,1124393,2022-04-26 08:55:14.216,"{""custom_field_222572"":{""data_type"":""lov_entry"",""value"":null},""custom_field_222573"":{""data_type"":""string"",""value"":null},""custom_field_222574"":{""data_type"":""rich_text"",""value"":null},""custom_field_222575"":{""data_type"":""rich_text"",""value"":null},""custom_field_222576"":{""data_type"":""boolean"",""value"":null},""custom_field_222577"":{""data_type"":""boolean"",""value"":null},""custom_field_222578"":{""data_type"":""boolean"",""value"":null},""custom_field_251686"":{""data_type"":""boolean"",""value"":null},""custom_field_251687"":{""data_type"":""boolean"",""value"":null},""custom_field_251688"":{""data_type"":""vendor"",""value"":null},""custom_field_251689"":{""data_type"":""vendor"",""value"":null},""custom_field_261502"":{""data_type"":""string"",""value"":null},""custom_field_261503"":{""data_type"":""string"",""value"":null}}",11109
